Verified,Reviews,Recommended
no,just completed a return trip to hong kong on the a380 which is a magnificent aircraft. the crew food and inflight entertainment were good. we travelled economy and paid an extra £140 to reserve 2 seats on the upper deck. we found the seats uncomfortable and when the person in front reclined their seat you were trapped. leg room was restricted by the video box. we were sat 2 rows from the toilet which were nearly constantly in use and the noise from the toilet flush was an irritating. the inflight entertainment just kept me sane as i found it impossible to be comfortable.,no
no,ams-lhr-jnbjnb-lhr-ams all flights on time very clean and new aircraft staff very friendly and nice food. lhr- jnb flights on a380 fantastic aircraft inflight entertainment very good with music and movies. i would fly british airways definitely again.,yes
no,"first time with ba (a code share flight for jal). travelled nrt-lhr and return (ba5/ba6) on b777 in cw. seats are designed in an s shape. this means that half the passengers fly backwards! seats lie flat but a foot rest has to released from the wall to put your feet/legs on. width of seats is poor and i found the seating cramped. service was excellent both ways food good with plenty of drinks and snacks on offer. very hard to get to storage bin to put your stuff into. one small gripe a 12 hour flight needs more than one meal and a light ""breakfast"". lounge in narita good standard but in heathrow very basic.",yes
no,travelled to and from india recently in club world. outbound to hyderabad and return from mumbai. outbound we had the 787 which is a nice plane to travel on when in club world. it was definitely helped by the fact that the cabin was only 40% full. i was surprised that they had only loaded one of the cold options as a main meal. not what you would expect from a full service airline. on the return from mumbai flew on a 777 which is showing its age. the crew were very distant and far from warm. the hot dish for breakfast (a frittata) was tasteless and given that this was the main meal for the flight (due to time of departure) was disappointing. i agree with previous reports that the more experienced crew are more distant and lacking in customer service when compared with the newer crew. based on my flying experience over the past few years i would prefer to fly with the mixed fleet crew. they are definitely more approachable. overall flights were fine and on time. the above demonstrates failures in service levels which once again confirms that all of the 'enhancements' being introduced by ba are going in one direction the wrong one!,yes
no,ba16 singapore to london. b777 world traveller cabin. one of the most comfortable economy class flights i have had despite the fact the seating was on the more cramped side. the ambience of the cabin was very calming and soothing and the service from the young crew members enthusiastic pleasant and courteous. managed to sleep 6 hours made the 13 hour shorter. food was delicious and water runs in between meals very helpful to keep us hydrated. compared to air france which is self service appreciated that ba crew does the water runs. one complaint is the entertainment system which featured touch screen did not work on my seat but small matter. overall a very relaxing soothing pleasant smooth flight made the 13 hours fly by quickly. this is my new favorite airline to london and offers great value for money compared to singapore airlines.,yes
no,lhr to dxb on november 6 an overnight relatively short flight. departing at 9:45 pm. crew managed to serve dinner in record time leaving maximum hours for sleep. wine selection limited but of good quality. dinner was fine - interesting first of meze followed by a lamb that withstood the long transition from preparation to plate. an excellent experience in total.,no
no,lhr-lca in club europe. the first class lounge at t5 was fairly busy but we managed to get a table in the dining area for a late breakfast. my eggs benedict was a poor second to my friends self serve full english. we boarded straight away and magazines hot towels and menus were offered before push back. drinks and nuts were served before lunch. the crew serving the right hand aisle were excellent. band 4 meal consisting of a salad choice of 2 mains and cheese or dessert. my chicken supreme was excellent served with gnocchi. drinks refills always at hand. an excellent flight. well done ba.,yes
no,52b on upper deck to lax and 51b back from lax to lhr. food on flights is ok and you are best advised to order a veggie meal in advance if you don't eat meat. seats are better on the a380 in club than on other aircraft where they are not as new or comfy. ife is fine though not as extensive as emirates. i like that the announcements are kept to a minimum. the washroom on this side of the aircraft is huge - perfect for changing.,no
no,lhr – lax club world a380 return a week later lax-lhr on 773 in first. outbound left almost on time excellent considering a full large aircraft. food and drinks service speedy an improvement on a year ago when the a380 entered service and lunch took 3 hours start to end! opted for lower deck front row middle two seats -perfect for friends not so much for strangers. prefer lower deck on outbound due to the middle seats and high ceilings / wide aisles. feels very spacious. arrival at lax improved and staff were very pro active in splitting esta and non and passengers and getting people through as quickly as possible. return flight outstanding. first lounge not yet open however used business lounge and was quiet with excellent service. priority boarding and walked to seat. csm introduced himself and explained that only 8 out 14 seats booked (rarity on this route) and as such had two seats each! middle seats for dining and sleeping then moved back to windows for breakfast and landing. food and service very attentive – never a wait for anything had to start turning down drinks. washbags had not been loaded at heathrow and sleeping suit size not available but given club washbag and as a gesture the crew gave a bottle of grand siecle to take away – worth far more than a couple of wash bags! could not fault the three cabin crew serving landed on time and bags were at carousel before us. can't wait to fly first to singapore next year and compare the a380 service.,yes
no,i had a very poor experience with ba from jo'burg to london was cancelled. we were kept on the tarmac for four hours with very little information and eventually told there was a technical fault so we would not be flying for another 24 hours. i needed to call my workplace to arrange work cover but the cabin staff said there was no ba phone i could use. passengers had to go back through immigration in the middle of the night there was chaos around the baggage reclaim and a real lack of information from ground staff who appeared to have little direction on what to do. we were eventually taken at 4 am to a hotel where the hotel staff were unable to cope with the numbers needing rooms - families were separated. ba did not publicise the right of all passengers to eu compensation but i knew about this so did apply and receive the legally required amount promptly. all in all this was a hugely disappointing and frustrating experience from an airline that had previously been my preferred airline and i would no longer recommend ba.,no
no,flew mct to lhr on 1 nov 14. staff at muscat were excellent and could not have been more helpful to my wife (who is a wheelchair user). catering on the flight was awful. food was inedible and we were only served two drinks over an 11hr flight. on arrival the staff seemed to not know that she was a wheelchair user (despite having assistance booked in advance) which meant a stressful wait on the plane while here wheelchair was found and a lift ordered. we flew out on oman air that was faster cheaper more comfortable had decent food and better informed staff.,no
no,lax/lhr. the flight started badly with the lounge facilities (or lack of) at lax. there is no first class lounge anymore – and worst still its a communal business/first facility shared by ba qantas and cathay pacific. two hours before my flight it was a zoo. rammed with around 300 passengers from 3 flights. the food and beverages was to a very high standard. there was no separated boarding lines for first passengers. flight left on time and dinner was an ordinary affair. a poached salmon starter was neither here or there. luke warm soup. a rather nice but not exceptional italian style chicken dish. all served with cheap canteen style cutlery - long gone is the nice silver-plated cutlery they used to offer. wines were fine. turn down bed service reminded me of why i don't like the new ba first class seat. the silliest aspect has to be that you either have a seat or a bed – and no adjustable foot rest. in bed mode and mainly thanks to the design of the centre console housing the table - the bed is to narrow. i am 6 4” tall and not overweight. it's very awkward and uncomfortable. ba in old first i am sure use to give you a foldable mattress – now they don't. you get a thin duvet. this makes the bed incredible hard; and during turbulence its a hard uncomfortable to ride. i don't think i slept more than an hour in the whole flight. the tight confines of the compartment means you have to be a gymnast to get in and out when in bed mode. this fare is sometimes as much as £7000 – one way and it's not worth it. what amazes me in the competitive world that ba operate is that they don't seem to look at the competition. they trumpet they are the best and yet they are not. mind you on the lax route the only alternative is aa – and they have little ideas on quality in first class. when i look at what sia emirates (the best in my view) and etihad offer ba do not come close. ba often charge more than anyone else for a frequently inferior product. in fact over the last ten years the prices have sky-rocketed and the quality and standards have sky rocketed as well - downwards!,no
no,just flew to and from new york jfk with ba flight out was great modern plane comfy seats and cabin crew who seemed to enjoy their jobs. unfortunately the flight back was very different old tired jumbo plane poor seating poor in-flight entertainment and some members of the cabin crew clearly couldn't be bothered and everything seemed to be too much trouble. plane was far too hot on the way back and despite lots of passenger requests for them to turn the air-con on nothing seemed to change and it was a long 6hrs. have flown long haul with virgin and cathay pacific and these were much better on all fronts would only consider ba in the future if it was the only option available or half the price of the other carriers!,no
no,ba 83 from lhr to lax first time on airbus a380-800. very comfortable quiet and smooth flight. the aircraft was exceptionally quiet on takeoff. food and service top notch. nice to have a free beer and wine with lunch. first time in lhr which i found to be a zoo but excellent duty free shopping. lax can also be a zoo but that's to be expected. ba flight crew very professional and courteous. would fly them again especially on the a380.,yes
no,lpt to lhr and back found the planes new and in good conditions fantastic crew always asking if we need something will fly again with ba for certain.,yes
no,london gatwick - barbados in premium economy. saturday during half term. gatwick airport very busy. check-in in business class counter and fast track very efficient with minimal waiting. ba lounge overcrowded but good breakfast options and plenty of champagne. priority boarding efficient. seat comfortable with lots of space and sufficient recline for a day flight. food from club world menu very tasty (fillet steak) child's meal very good. plenty of drinks rounds during the flight and staff very pleasant polite and helpful. entertaining system ok with reasonably good choice of films. flight one hour late which meant no queues in barbados. overall a very good flight with an incredibly good value for money (tickets were purchased during the ba sale). thoroughly recommended.,yes
no,lhr-zrh. a320 was used on this route. i was not expecting much since the flight was under 2 hours and i was not disappointed. despite a delay due to traffic at lhr and later around zrh the staff handled everything well and were still very warm and welcoming. there wasn't any ife so i can't rate that.,no
no,kingston - london gatwick in club world. check in and fast track very efficient without any delays. lounge surprisingly good comfortable with a reasonable selection of food and drinks inclusive of sushi rolls and bar service with cocktails and champagne. it must be on of the best lounges in west indies. priority boarding excellent. business class passengers are escorted to the gate. entering the plane and during the entire flight greeted and addressed by name. staff very efficient friendly and smiling - willing to assist during the entire overnight flight. relatively new plane with comfortable flat bed seats and a good entertainment system. good selection of movies. dinner and breakfast of a good standard and a great selection of spirits wine and champagne. child's meal very thoughtfully done. slept for 6 hours. flight on time and swift luggage delivery. high standard of service with excellent value for money.,yes
no,lhr-jnb 15/10. i cannot understand why ba have chosen the seating arrangement in club world on the new a380 with one seat facing forward and the seat next to you facing backwards so as to be facing your neighbour. food reasonable and service ok but not overly attentive. return flight in premium economy seats not as comfortable as in the 767.,yes
no,flew ba to munich. quick check-in good boarding sandwich wasn't the best 'evening meal' i have ever had but adequate on a short flight. good crew. exemplary crew on return flight. nice airbus with comfy leather seats. both flights on time/slightly early.,yes
no,worst experience from bangalore to heathrow - delayed and connecting flight from lhr to san diego was missed. they put us on a flight to chicago with seats in the middle of premium economy. we had booked bassinet seats on our missed flight. chicago to san diego on united - seats were not together. overall a pathetic experience. would never travel with ba.,yes
no,i flew from mia-lhr-dxb. the 747 like most of their crew is well passed its sell by date. the business cabin is tired and worn ife below standard seats are ok but nothing great. my biggest gripe were the crew on the second leg. we were in upper deck and found them quite inattentive and everything felt like a hassle but the best was to come. my wife and i had a sleep after dinner when we woke 2 hours before arrival we decided to have a drink. i pressed the call bell and ordered a baileys and a glass of wine. i was first told that the bar had closed which was nonsense after i complained they sent down a supervisor where a long argument presumed in which they basically told myself and my wife we were too intoxicated to have anymore drink! the way they spoke to us was both condescending and humiliating and after all of this on clearly seeing we were nowhere near intoxicated they served us another drink. as a seasoned traveler i have never been spoken to like this before. we flew american in business on the way to mia and in stark contrast the business cabin was excellent on the new 777-300 and the crew were only too happy to serve you. ba really need to have a look at themselves your crew by large seem to have an attitude problem see the paying passenger as an inconvenience rather they a valued customer. with such choice from dubai i will never travel ba again. if you want to pay thousands for a worn out badly designed seat to be insulted by crew who will go out of there way not to serve you book ba otherwise do yourself a favour and go with an airline that doesn't employ over unionised staff that take pleasure in being rude to passengers.,no
no,flew lgw-ace-lhr. arrived at gatwick and was greeted at the check in counter by a friendly member of ba ground staff our bags were taken and we proceeded toward fast track security this was effortless and after a few minutes we were in the ba galleries lounge. i find that the ba lounge at gatwick offers a very poor service early in the morning all you are likely to get food wise is warm toast pastries and condiments! the flight boarded on time and priority was given to those flying in the premium cabin i proceeded onto the plane and was greated by the purser who showed me to my seat and took my coat. after take off the inflight service consisted of a hot english breakfast which was very nice followed by tea/coffee - this is an early flight so no other drink service was offered however the purser did ask each passenger individually if they would like anything from the bar. very friendly and attentive crew who addressed each passenger by their name which was a nice touch. the return flight to heathrow was also very good the lounge at alicante is typical of those in spain rows of uncomfortable seating with inedible food offerings! again another uneventful boarding process the purser on this flight was very attentive and spoke to everyone individually the meal tasted delicious chicken curry and rice. all in all ba offer a good club europe service they are trying to cut back and this often shows they need to consider upgrading their product or risk losing out to the likes of easyjet or ryanair.,no
no,london gatwick to tampa and return ba2167 and 2166. outbound flight departure was delayed for over an hour due to 'technical problems'. 90 minutes late arriving. in flight service to economy poor very few drinks people having to go to the galley to get water or juice. special meal on return awful and inedible. we ordered the same but got a different dish. didn't eat it. return flight delayed over an hour due to sick passenger which necessitated return to stand and passenger/ bag offload. entertainment system unreliable screen cutting out. check in staff in tampa told us we had no seats despite having printed boarding passes! turned out her computer was on the wrong day! they were good overall and lenient on baggage weight.,no
no,ba268 lax-lhr seat wt+ on the a380. check in was quick as was security and the oneworld lounge at tbi is pretty good although very crowded. boarding pretty quick on a packed flight. i found the crew seating and ptv to be consistent and very good. flight left more or less on time and landed 30 min early at t5 bags seemed to take ages coming off but a pretty good flight. i don't know what has happened to ba's food offering in wt+ but it has gone down hill recently the 2nd meal wasn't worth serving otherwise good service on a very nice aircraft.,no
no,travelled from gatwick to orlando on the 24th october with ba and i was very disappointed. for a full service airline the service was no better than a budget carrier. we were travelling with 3 children in our party of 11 and were seated at the rear of the plane. both there and back the kids meals had run out by the time they reached us as had the edible options of adult meals. the cabin was hot which made for 2 very uncomfortable flights. we had to go and fetch our own complimentary drinks and snacks which my daughter did because she was so hungry - had she not gone we wouldn't even of been aware that they were available. lesson learned - never fly ba again.,yes
no,lgw to cancun - flew with ba in cw. the galleries lounge at gatwick offers a terrible service - food normally consists of poorly made sandwiches pasta and other non discript offerings! priority boarding was announced for those travelling in cw unfortunately this was not managed and it just turned into a free for all. the crew were friendly and offered a good service. ba's club product is now very dated and they need to look at ways to improve the comfort and inflight service. the so called cw pantry is laughable soggy inedible wraps pasta served in plastic containers crisps and small chocolate bars is not acceptable in this day and age. the inflight meal was adequate but not memorable the afternoon tea was somewhat better but no care went into it's presentation the sandwiches were left in their plastic wrapping which was disappointing. the return flight was awful the crew were miserable and clearly didn't want to be there. one member of the crew was very rude to an elderly lady who was clearly having issues adjusting the seat and dared to ask for help. the meal just awful dry bland and totally inedible. the breakfast served prior to landing at gatwick consisted of a bacon roll which was vile the bread roll was rock hard and should not have been served. very poor flight which was made worse but a very inattentive and miserable crew.,no
no,31.10.14 - lhr to berlin tegel. flight out good modern plane clean food ok and cabin crew good even pleasant. return 3.11.14 1625hrs from berlin horrid. crew only interested in themselves. was tossed a cup of coffee and a snack. staff openly ate the left over food from business class in the rear galley. i have complained about this before but clearly ba dont find it unpleasant. the return crew reminded me why i try to avoid ba.,yes
no,round-the-worldticket. jfk-lhr-txl on 28/29 july 2014. txl-lhr-man on 2 august 2014. all flights on time. great service from cabin crews. meals and drinks absolutely fine - no complaints at all. lovely lounge at txl small but more than made up for by the local staff in the lounge. check in at txl was a bit chaotic as there is hardly any space for waiting passengers. nce-lhr on 30 august 2014. flight left late missed landing slot and had to circle resulting in a missed connection at lhr to dxb. lhr-dxb on 31 august 2014. ba ground service was exemplary. re- booked us on next day's flight. we had to stay overnight near lhr - refunded by ba. baggage did not reach us in dxb until day of departure (not ba's fault) but ba refunded costs of essential replacement clothing. flight was great ditto service from cabin crew. one member of ground crew at boarding was a bit 'short' with us but he had been given a rough time by a couple of recalcitrant y passengers trying to board with f and j passengers. overall very satisfied with ba.,no
no,sunday 2/11 dublin to heathrow. flight arrived late and departed even later due to the absolutely ridiculous length of time it took to board people. finally got to my seat to discover a young girl with two kids occupying it. shifted them out the way and continued. had to help this girl with the seat belt for the child as no one seemed to have explained to her what to do. flight was late so had to run out of terminal 5 which is no mean feat. if you are not in a rush use british airways otherwise pick another airline.,yes
no,bru-toronto-bru 1st class. in bru check in passport control (very long queues) security fast track and lounge just fine but nothing very special. security in t5 with extra long queues and very little fast track. almost none. lounge in t5 a bliss in all respects. boarding ok although gate in t5b miles away. flight itself a disaster old tatty b747 in need of an urgent revamp. very used and ran down seats. cabin full so crew although quite experienced busy food options were gone fast and service not that great as in the past. ran out of champagne. food not good at all. inflight entertainment and videos a bore with very old titles. bags not first out. return again same experience although a 777 good check in and security fast track - lounge ok with option to dine before flying which i took in case food was same disaster as flight in. not full cabin this time so a little better service although quality is still zero. again london t5 lounge a breeze and fast and short flight to bru.,no
no,terrible experience flying back from munich. flight delayed by several hours which meant arriving back into heathrow t5 at gone midnight after most of the public transport links had ceased running. nobody at ba available to help (despite them knowing the flight was several hours late arriving) which resulted in having to sleep at the airport floor overnight. appalled that ba would do this - it was an unpleasant experience but i coped but what about elderly travellers? to make matters worse there was nobody available as a ba representative at munich airport during the delay until i complained.,yes
no,ba2706 and ba2707 lgw-bcn. no real issues pleasant crew and flights on time but boeing 737-400 in both directions was clearly very old. rips in seats badly worn seat pockets very noisy aircraft particularly on landing not the most comfortable seats although leg room is good. would have preferred a choice of food rather than just a wrap as this is meant to be a premium airline. not a bad airline for short-haul really but i have had much better experiences this year with norwegian and easyjet both of which i will now choose over ba when possible until they heavily invest into their short-haul fleet.,no
no,ba 0027 ex london hr to hong kong which departed 30/9/14. hong kong to london sector on 17/9/14. inedible food lukewarm drinks cabin staff unsmiling and standard of personal grooming very low toilets were horrible- no loo paper or hand towels half way through 13 hour flight. it was a relief to get onto cathay pacific flight for next stage of my journey. how can two airlines be so different? british airways is a disgrace.,no
no,we travelled economy from manchester to toronto via heathrow the flight from manchester to heathrow and return was very good. the seats had plenty of room and it was easy to fit laptop size briefcases under the seat in front and still have room to stretch your legs. the service from the cabin crew was excellent. the leg from heathrow to toronto was not as comfortable but it was acceptable. the seats appeared narrower and my case only just fit under the seat leaving little room to stretch my legs. whilst the cabin crew forgot requests for drinks they apologised and were very friendly and helpful in other aspects. unfortunately ba were let down by the attendants on the return leg from toronto to heathrow. whilst the aircraft appeared newer and more comfortable i have never experienced such surly behaviour from the cabin crew. we had seen attendants in the opposite aisle offering passengers water from trays they were carrying but the attendants down our aisle did not do this. the lady in the seat next to me asked for a glass of water before take off. the steward was quite off hand and said he would bring her one in a minute. he did not do this and when she asked again she was told in a very rude manner that take off procedures took priority otherwise non of us were going anywhere. even after take off she had to ask again. when they served dinner my daughter did not want a meal but she asked if she could just have the bottle of water that was served with it. the steward said that if she did not want the meal she could not have the water but that he would bring her some in a glass later. this had not appeared by the time i had finished eating my meal so i gave her the bottle from mine (my daughter has a medical condition that requires her to drink water frequently throughout the day) shortly before landing we were served a muffin and a drink. the passengers on the other aisle were served about 15 mins earlier and they were handed paper napkins and cutlery whilst when we were served we were simply handed the muffin wrapped in cellophane but no plate or napkin to catch the crumbs. i asked for a glass of orange and a tea (as i had not drunk anything on the 6 hour flight). the attendant scowled at me and then gave me half a glass of orange and half a cup of tea (which was cold ) i did not see the attendants down our aisle smile at a customer once throughout the whole journey.,no
no,flight lgw to tfs in business. like another reviewer found the new business cabin to be 'sardine class'. seats now thin and uncomfortable especially for a four hour short-haul narrower and with materially less leg-room than before the same as economy. now it is not possible to read a newspaper without turning at an angle to the middle seat and is impossible to work at a laptop as there is simply not enough room. one wants to like and use ba but this really is hit wicket in the club cabin. unusually in my experience one of the fas was rather disinterested in providing the usual club service too.,no
no,flew lgw - mco 26th october. was a bit worried about ba after a lot of mixed reviews. found the whole experience great. we were travelling with a 4 month old and the crew were faultless. so helpful and caring as they could tell we were nervous about disturbing other club world passengers. food good - fresh and tasty. entertainment not really used due to entertaining daughter! left and arrived on time - ba lounge gatwick fine but thought was a bit small. bought 2 return flights and baby seat for under £3k in ba sale so good on cost. well done ba and thank you.,yes
no,took ba flight 289 from lhr to phx 10/27/2014. very tired 747 with daily service to phx. entertainment system wasn't functioning. only offer was to move to one row from toilets and a complaint card to fill out. staff just going through the motions. no more ba for me and changing terminals is a nightmare in lhr and will avoid all costs.,no
no,went to bkk via heathrow on 26th october. was all excited to be flying back to thailand. i know direct flights are better but longer but thought flying with the uk flag carrier i was going to get a good flight. well to be honest i was disappointed - i was at least expecting to be able to charge a phone onboard only to be told only in business class. most other airlines have this facility in economy. no menus for food and 2 options and same with breakfast. drinks were limited to soft and only wine and beer. inflight entertainment was poor at best and was bored witless with films i have seen before or had no interest in. even the documentaries were all bbc which were ok. music was equally lacklustre and limited. only saving grace was the seat i was in and that was the only positive aspect despite the fact there was a baby crying most of the time. sorry ba. i was expecting a good experience but felt let down and disappointed.,no
no,ba275/274 lhr to las vegas return in economy. both ways on 747-400 aircraft both times aircraft were tired and in need of updating/repairs. on the outbound flight bits of foam fillers hanging down on bulkhead wall. on return window blind broken/stuck. also on both aircraft the ife needed to be re-booted shortly after take-off and was very ancient compared to other airlines. both aircraft's were very warm before engine start. the outbound plane cooled down but the return remained uncomfortably warm - opening airvents had little effect. very rowdy passengers on outbound flight but no action taken by the crew other than to stop serving drinks to the whole cabin for a period. on return flight crew seemed in a hurry to complete dinner service - hardly allowing enough time to eat food before returning to collect trays. food was good on both flights. overall the flights were on time and the seats were comfortable (but difficult to get out of if the one in front was reclined). the service was functional but not particularly warm or friendly. it seems ba are either waiting to replace these 747's or have otherwise decided not to invest in the aircraft.,no
no,gatwick to marrakech and back. bag drop was fast gate was peaceful boarding on time and orderly all staff very pleasant refreshments good and landed on time. return almost identical just a little late landing after a technical delay taking off. well worth paying for a quality airline for a 3 hour flight.,yes
no,lax to lhr - 25 oct 2014. i agree with other reviewers that business class on the a380 is too crowded. i am a frequent business traveller to lax and if i had the choice i would rather be on the upper deck of the 747. the seats and small storage drawer (if you are on the aisle) feel cheap. service levels seem to be dropping in terms of drinks before dinner (1 instead of 2) and no attention to top up during the meal. my main course of fish was inedible due to being overcooked. the staff seem grumpy about the smaller galley size (can't blame them). we flew first on the outbound to lax which of course was better although the cabin feels quite sterile. considering switching to virgin.,no
no,toronto to london heathrow - 26/10/14. after reading how the 747's are really starting to show their age i opted to fly this return route on board the new 787 that ba has to offer. the outbound flight in economy a week earlier had been great food and entertainment was good staff very pleasant but it was a bit of a tight squeeze in the seats i think a 2-3-2 configuration would work a bit better. i arrived at pearson airport terminal 3 booked to return to london in world traveller plus. visited the premium plaza lounge nice and comfy but nothing special. boarding was really rather chaotic but i was delighted to be upgraded to business class at the gate! seat 3f was a good aisle seat very comfortable spacious plenty of storage space and close to the toilets which i find more useful than bothersome there was never any queue to use them that could've disturbed me. cabin crew were superb and attentive always addressing by name and happy to help with any queries and requests. the drinks service and the quality of the food was excellent beef tenderloin followed by lemon tart and well presented. whilst i generally struggle to sleep on flights i found the flat bed very comfortable indeed especially with the mood lighting on this night flight. breakfast a fruit salad and selection of pastries was again very pleasant to start the morning. on time departure and arrival from gate c66 at t5 through border control and luggage collected took just 25 minutes. overall highly impressive from british airways would absolutely use club world again.,yes
no,"i have after years of loyalty finally had it with ba. every flight is late the catering gets worse and worse and the attitude of the crew has also deteriorated. i have taken 5 flights in 2 months and every single sector has been late. even the crew in first class have no idea what ""service"" means - i have to ask for things 2 or 3 times i am not offered anything unless i ask the food is inedible (they tried to serve me a poached egg which i could have played squash with) they ran out of bottled water in a flight out of lhr i cannot find any flights when i can use my free companion voucher or use my miles to upgrade. they won't even allow my pa to deal my flights for me. it just seems the rules and attitude of their management has become so far removed from their promise to fly to serve.",no
no,lhr-del. rtn club world. excellent service on both sectors and found that middle seats are good for companions. i found the rearward seating disconcerting but was otherwise comfortable. flight crews were excellent. i would agree with aisle passengers that they must find the need to reach across them at service times irritating.,no
no,flew ba from toronto to new delhi via london in premium economy class in august. first leg was on a 787 plane was nice but definitely does not have nearly enough toilets on board. premium economy passengers have quite a walk to the nearest lavatory (bad bad design). on board service was very good staff were great food was good. next leg from london to new delhi was on a 777 much better in my opinion that the dreamliner primarily as it has better toilet facilities. again staff and service were top notch. our return trip in october was made with our newborn baby. if anything the service was even better than on our first leg. thankfully we had a 777 on both legs and not the dreamliner. staff were incredibly helpful and accommodating making a fuss about the baby and really always there to help. again the food and beverage service was very good. the seat reclining buttons were a bit stiff but other than that the seats were ok not excellent but definitely comfortable enough. considering that i hadn't flown ba for over ten years before these flights (due to bad service) i was really pleasantly surprised by the improved level of service provided by the airline. yes being in premium economy helped but i was very satisfied comparing it to virgin atlantic's premium economy which i have regularly used. well done ba you made a trip that we were dreading actually quite a pleasant experience and i'm likely to fly ba again now.,no
no,round-trip iad-lhr in early october and it was one of the best trips i've taken. the seat may be the same size as on us carriers but it felt a lot larger. i was stunned to be served a free cocktail and a free bottle of wine with dinner which was a totally edible chicken casserole in one direction and a surprisingly good chicken curry in the other direction. i was also pleased to get a blanket and headphones (though i had my own). us carriers don't give squat to economy passengers and i was delighted. service was the quickest most efficient i've ever seen on an airplane. loved the entertainment system. even the boarding process was seriously well organized with separate lines and doors for each section of the plane. this was about as painless as it could possibly have been. i will never fly an american carrier to europe again. i also got a good deal at a little over $700 as fall is a down season.,yes
no,arrived at gatwick to find out that our pre-paid for assigned seats could not be honoured due to an aircraft change. instead of three rows of seats a and b we were now slung across a single row with 4 middle seats and an aisle/window seat despite having requested and paid for the seat reservations 11 months ago. to make matters worse prem economy passengers had been bumped up to club world and were enjoying a/b seats - total joke. food was ok crew were friendly enough but i will never travel ba again due to the absolute neglect or consideration for their premium customers. goodbye ba executive club and good riddance ba. how the once mighty have fallen.,yes
no,flew from london to calgary. the seats in the new dreamliner are awful. it was bad enough sitting in the seat but when the person in front of me lowered his seat it became impossible. his seat was right on my legs that shows how little room there is on these planes. staff started serving meals all of a sudden went by about 7 or 8 rows of us and forgot to come back to feed us.,no
no,ba285 lhr-sfo seat 13a in wt+ on a pretty old 747-400 check in and security at t5 very quick i used the lounge at t5-b which was nice and close to the gate flight departed and arrived 1hr late. crew very good the seat ptv and food not the best on this flight. i've used ba a lot over the past 2 years and find them pretty consistent although i've also noticed that service along with seats ptv of course is much nicer on the newer a380s or the 777-300s so it's worth choosing your aircraft. otherwise ok flight.,yes
no,flight ba1445 edinburgh-london code share onto lisbon. first leg delayed one and a half hours in edinburgh with no explanation. arrived at heathrow and there was no operator available for the airbridge so sat on the plane for 15 minutes. traveled onto lisbon on a tap code share flight and find our luggage had been left at heathrow. an appalling example of customer service on every front.,no
no,flight 103 on october 14. we flew from london to calgary alberta - a long cramped ride. it was on the new dreamliner with very tight seats the people in front had to raise their seats when lunch was served as the trays hit our stomachs! service almost non-existent even on a 9 hour trip! beverages served once and then at dinner the cart with wine got two rows before us (row35) and they quickly returned it to the back as they felt they were late with the coffee didn't even ask us whether we would like anything. when the coffee did come it was lukewarm. there was not one good thing about our flight. we will never travel british airways again.,yes
no,lhr-gru b744 first time with ba my experience was great. seat was very good and comfortable with many adjustments. great dining options good quality of snacks available throughout the flight. crew very nice. one thing i did not like was the layout making it difficult for people in the middle to have aisle access when seat were turned into beds. and staring directly into people's faces when the curtain between seats is down can be awkward. crew didn't care too much about safety issues like seat reclining and window blinds for takeoff and landing. entertainment was a bit disappointing screens were old and blurry not a big selection.,yes
no,"traveled with british airways ord-lhr last month world traveller on the way out and club world on the return. connected to dsm via american airlines and could see a marked difference in the level of service as well as the hard product. flew on a b777 both ways and was impressed with the amount of room both in economy and business. usb ports 1 in economy and 2 in business and large entertainment screens. the food in economy was better than i have had on domestic (us) first class and the pitch was comfortable for my 6'1"" frame. attentive cabin staff who made sure i was comfortable. drink service in club world was excellent a good rose cointreau and tanqueray. lie flat bed fairly comfortable and was able to sleep for 3-4 hours. due to changes in travel plans i had to pay a change ticket fee but even with that and the cost to upgrade to club world i felt that i got more than my money's worth. 1 free checked bag for world traveller and then 3 free with club world made navigating the airport a breeze. will fly british airways the next chance i get.",yes
no,travelled to palma in new ba 'sardine' business class. uncomfortable seats with ryanair leg room so knees sticking into passenger in front. poor service. despite checking in 90 minutes before departure left 2 bags behind which were not delivered for more than 24 hours later causing misery. other passengers also shocked at conditions. if this is the new look business class ba then better off with easyjet or ryanair much cheaper and service could not be much worse.,yes
no,gatwick to marrakech and back. bag drop was fast premium security slow (not bas fault). faultless calm boarding on time and a great flight with good service and refreshments. return flight bag drop even better departure a little late due to a technical problem the 737s are getting on a bit. again great inflight service and only a little late. bags arrived as we got to the belt. am very glad we chose ba for a 3 hour flight. really good.,no
no,we flew london heathrow to singapore business class for the first time with ba and was not impressed - the cabin crew did the bare minimum they could get away with and as for the seating arrangement we just could not get our head around it - thank goodness we changed our seats prior to flight - we sat on the 2 outer seats that were ok though a bit narrow - felt so sorry for the people who sat in the middle seats as they had to face strangers on the take off and landing - we fly long haul on this route 4 times a year and can quite honestly say that after our experience with ba we would not wish to fly with them again.,no
no,gig-lhr b773 newly refurbished cabin. seats were good and comfortable food was reasonable and entertainment was great hd screen with many options.,yes
